X;CH1;CH2;Start;Increment
Sequence;Volt;Volt;-6,00E-06;1,00E-08
956;-2,00E-03;1,36E+00;;
957;-2,00E-03;1,36E+00;;
958;-6,00E-03;1,44E+00;;
959;-6,00E-03;1,44E+00;;
960;-6,00E-03;1,52E+00;;
961;-6,00E-03;1,52E+00;;
962;-4,00E-03;1,60E+00;;
963;-4,00E-03;1,60E+00;;
964;-4,00E-03;1,68E+00;;
965;-4,00E-03;1,68E+00;;
966;-2,00E-03;1,76E+00;;
967;-2,00E-03;1,76E+00;;
968;-6,00E-03;1,84E+00;;
969;-6,00E-03;1,84E+00;;
970;-1,00E-02;1,92E+00;;
971;-1,00E-02;1,92E+00;;
972;-6,00E-03;1,92E+00;;
973;-6,00E-03;1,92E+00;;
974;-2,00E-03;2,00E+00;;
975;-2,00E-03;2,00E+00;;
976;-8,00E-03;2,08E+00;;
977;-8,00E-03;2,08E+00;;
978;-1,00E-02;2,16E+00;;
979;-1,00E-02;2,16E+00;;
980;-6,00E-03;2,24E+00;;
981;-6,00E-03;2,24E+00;;
982;-4,00E-03;2,32E+00;;
983;-4,00E-03;2,32E+00;;
984;-4,00E-03;2,32E+00;;
985;-4,00E-03;2,32E+00;;
986;-4,00E-03;2,40E+00;;
987;-4,00E-03;2,40E+00;;
988;-6,00E-03;2,48E+00;;
989;-6,00E-03;2,48E+00;;
990;-6,00E-03;2,56E+00;;
991;-6,00E-03;2,56E+00;;
992;-4,00E-03;2,56E+00;;
993;-4,00E-03;2,56E+00;;
994;-6,00E-03;2,64E+00;;
995;-6,00E-03;2,64E+00;;
996;-1,00E-02;2,72E+00;;
997;-1,00E-02;2,72E+00;;
998;-4,00E-03;2,80E+00;;
999;-4,00E-03;2,80E+00;;
1000;-4,00E-03;2,80E+00;;
1001;-4,00E-03;2,80E+00;;
1002;-4,00E-03;2,88E+00;;
1003;-4,00E-03;2,88E+00;;
1004;-2,00E-03;2,96E+00;;
1005;-2,00E-03;2,96E+00;;
1006;-4,00E-03;2,96E+00;;
1007;-4,00E-03;2,96E+00;;
1008;-6,00E-03;3,04E+00;;
1009;-6,00E-03;3,04E+00;;
1010;-4,00E-03;3,12E+00;;
1011;-4,00E-03;3,12E+00;;
1012;-6,00E-03;3,12E+00;;
1013;-6,00E-03;3,12E+00;;
1014;-8,00E-03;3,20E+00;;
1015;-8,00E-03;3,20E+00;;
1016;-4,00E-03;3,20E+00;;
1017;-4,00E-03;3,20E+00;;
1018;-2,00E-03;3,28E+00;;
1019;-2,00E-03;3,28E+00;;
1020;0,00E+00;3,36E+00;;
1021;0,00E+00;3,36E+00;;
1022;0,00E+00;3,36E+00;;
1023;0,00E+00;3,36E+00;;
1024;-4,00E-03;3,44E+00;;
1025;-4,00E-03;3,44E+00;;
1026;-4,00E-03;3,44E+00;;
1027;-4,00E-03;3,44E+00;;
1028;0,00E+00;3,52E+00;;
1029;0,00E+00;3,52E+00;;
1030;-2,00E-03;3,52E+00;;
1031;-2,00E-03;3,52E+00;;
1032;-6,00E-03;3,60E+00;;
1033;-6,00E-03;3,60E+00;;
1034;-4,00E-03;3,60E+00;;
1035;-4,00E-03;3,60E+00;;
1036;0,00E+00;3,60E+00;;
1037;0,00E+00;3,60E+00;;
1038;2,00E-03;3,68E+00;;
1039;2,00E-03;3,68E+00;;
1040;2,00E-03;3,68E+00;;
1041;2,00E-03;3,68E+00;;
1042;0,00E+00;3,76E+00;;
1043;0,00E+00;3,76E+00;;
1044;-2,00E-03;3,76E+00;;
1045;-2,00E-03;3,76E+00;;
1046;-2,00E-03;3,76E+00;;
1047;-2,00E-03;3,76E+00;;
1048;-2,00E-03;3,84E+00;;
1049;-2,00E-03;3,84E+00;;
1050;-4,00E-03;3,84E+00;;
1051;-4,00E-03;3,84E+00;;
1052;0,00E+00;3,84E+00;;
1053;0,00E+00;3,84E+00;;
1054;0,00E+00;3,92E+00;;
1055;0,00E+00;3,92E+00;;
1056;-2,00E-03;3,92E+00;;
1057;-2,00E-03;3,92E+00;;
1058;-2,00E-03;3,92E+00;;
